item's link,item's name,Hero name,Type of the item,item's price,min price,max price,avg price,buys call 
https://market.dota2.net/item/231298680-3363280711-Inscribed%20Enduring%20War%20Dog/,None,None,Mythical InscribedКурьер,35  , 1  , 0.51  , 0.95  ,3
https://market.dota2.net/item/231298680-3363727282-Inscribed%20Enduring%20War%20Dog/,None,None,Mythical InscribedКурьер,25  , 1  , 0.51  , 0.95  ,3
https://market.dota2.net/item/231298680-3367472074-Inscribed%20Enduring%20War%20Dog/,None,None,Mythical InscribedКурьер,25  ,10.34 ,10.34 ,10.34 ,1
https://market.dota2.net/item/231298680-4835748329-Inscribed%20Enduring%20War%20Dog/,None,None,Mythical InscribedКурьер,34.9  , 1  , 0.51  , 0.95  ,3
https://market.dota2.net/item/231298680-4916947058-Inscribed%20Enduring%20War%20Dog/,None,None,Mythical InscribedКурьер,25  , 1  , 0.51  , 0.95  ,3
https://market.dota2.net/item/231303443-253079723-Inscribed%20Featherfall%20Cloak/,None,Windranger,Rare InscribedСпина,50  , 0.76  , 0.51  , 0.71  ,3
https://market.dota2.net/item/231303443-3361794542-Inscribed%20Featherfall%20Cloak/,None,Windranger,Rare InscribedСпина,50  , 0.76  , 0.51  , 0.71  ,3
https://market.dota2.net/item/231303443-3362177739-Inscribed%20Featherfall%20Cloak/,None,Windranger,Rare InscribedСпина,50  , 0.76  , 0.51  , 0.71  ,3
https://market.dota2.net/item/231303444-253464742-Inscribed%20Featherfall%20Quiver/,None,Windranger,Common InscribedДоп. оружие,50  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231303444-3362143727-Inscribed%20Featherfall%20Quiver/,None,Windranger,Common InscribedДоп. оружие,50  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231303445-2249264493-Inscribed%20Featherfall%20Spaulders/,None,Windranger,Uncommon InscribedПлечи,50  , 0.5  ,None,None,1
https://market.dota2.net/item/231303936-3361861957-Inscribed%20Nails%20in%20the%20Mad%20Harvester/,None,Pudge,Common InscribedПлечи,50  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231303937-4031518782-Inscribed%20Restraint%20of%20the%20Mad%20Harvester/,None,Pudge,Руки,70  , 0.87  ,None, 0.82  ,2
https://market.dota2.net/item/231306874-2978681796-Inscribed%20Riftshadow%20Roamer%27s%20Wearin%27%20Vest/,None,Meepo,Uncommon InscribedПлечи,50  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231306874-3361756855-Inscribed%20Riftshadow%20Roamer%27s%20Wearin%27%20Vest/,None,Meepo,Uncommon InscribedПлечи,50  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231306874-3361764719-Inscribed%20Riftshadow%20Roamer%27s%20Wearin%27%20Vest/,None,Meepo,Uncommon InscribedПлечи,50  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231307980-3361869127-Inscribed%20Steel%20Wings%20of%20Apocalyptic%20Fire/,None,Doom Bringer,Rare InscribedСпина,97.77  , 0.51  ,None, 0.5  ,2
https://market.dota2.net/item/231307980-3361988547-Inscribed%20Steel%20Wings%20of%20Apocalyptic%20Fire/,None,Doom Bringer,Rare InscribedСпина,20.4  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/231308525-3361758145-Inscribed%20Mask%20of%20the%20Mage%20Slayer/,None,Antimage,Rare InscribedГолова,40  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231308525-4292707705-Inscribed%20Mask%20of%20the%20Mage%20Slayer/,None,Antimage,Rare InscribedГолова,40  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231309348-1663536466-Inscribed%20Shawl%20of%20Resonant%20Vibrance/,None,Rubick,Mythical InscribedПлечи,28  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231309348-4214899747-Inscribed%20Shawl%20of%20Resonant%20Vibrance/,None,Rubick,Mythical InscribedПлечи,28  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231309348-4738623156-Inscribed%20Shawl%20of%20Resonant%20Vibrance/,None,Rubick,Mythical InscribedПлечи,27.9  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231309526-4589815706-Autographed%20Gleaming%20Seal/,None,Phantom Assassin,Legendary AutographedОружие,180.11  , 35.03  , 34  , 34.03  ,11
https://market.dota2.net/item/231309526-4589934051-Autographed%20Gleaming%20Seal/,None,Phantom Assassin,Legendary AutographedОружие,169.58  , 35.03  , 34  , 34.03  ,11
https://market.dota2.net/item/231309526-4590106006-Autographed%20Gleaming%20Seal/,None,Phantom Assassin,Legendary AutographedОружие,204  , 34  , 30  , 30.01  ,11
https://market.dota2.net/item/231310845-3361788853-Inscribed%20Dreadknight%20Blade/,None,Wraith King,Common InscribedОружие,18.95  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231310845-3376798125-Inscribed%20Dreadknight%20Blade/,None,Wraith King,Common InscribedОружие,50  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/231312076-3372726940-Inscribed%20Blade%20of%20the%20Blood%20Stained%20Sands/,None,Bounty Hunter,Доп. оружие,6  ,0.84 ,0.84 ,0.84 ,1
https://market.dota2.net/item/2814108121-4305714756-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,38.07  ,19.88 ,19.88 ,19.88 ,1
https://market.dota2.net/item/2815224041-3922120234-Inscribed%20Glare%20of%20the%20Tyrant/,None,Lich,Immortal InscribedРуки,53.99  , 27.96  , 20.37  , 26.96  ,64
https://market.dota2.net/item/2814108121-4575522482-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,29.41  , 20.82  , 20.8  , 20.81  ,69
https://market.dota2.net/item/2815224041-4356753520-Inscribed%20Glare%20of%20the%20Tyrant/,None,Lich,Immortal InscribedРуки,54  ,28.45 ,28.45 ,28.45 ,1
https://market.dota2.net/item/2814108121-5152231704-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,29.89  ,25.88 ,31.9 ,28.89 ,2
https://market.dota2.net/item/2814108121-5180655571-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,44.45  , 20.65  , 20.63  , 20.64  ,66
https://market.dota2.net/item/2817591598-4171242747-Fatal%20Blossom%20Scarf/,Fatal Blossom Scarf,Death Prophet,Common ОбычнаяПояс,0.8  ,None,None,None,None
https://market.dota2.net/item/2814108121-5211236818-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,31.08  , 20.73  , 20.71  , 20.72  ,69
https://market.dota2.net/item/2814108121-5219427276-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,25.84  , 20.79  , 20.77  , 20.78  ,69
https://market.dota2.net/item/2817591604-4171242747-Fatal%20Blossom%20Robe/,Fatal Blossom Robe,Death Prophet,Uncommon ОбычнаяБроня,0.8  ,None,None,None,None
https://market.dota2.net/item/2814108121-5227492216-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,27.03  , 20.67  , 20.65  , 20.66  ,69
https://market.dota2.net/item/2819055107-4192407984-Heroic%20Viridus%20Leggings/,None,Faceless Void,Common HeroicПояс,200  , 1.01  ,None, 1  ,6
https://market.dota2.net/item/2814108121-5238112086-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,30  , 16.2  , 0.53  , 2.08  ,4
https://market.dota2.net/item/2824362925-4761470968-Savage%20Mettle/,Savage Mettle,Spirit Breaker,Immortal ОбычнаяОружие,23.99  ,15.08 ,15.08 ,15.08 ,1
https://market.dota2.net/item/2814108121-5244693859-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,27  , 16.2  , 1.99  , 2.06  ,61
https://market.dota2.net/item/2824908775-4191236527-Itsy/,Itsy,None,Legendary ОбычнаяКурьер,24.99  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/2814108121-5244806386-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,26  , 21.8  , 21.78  , 21.79  ,70
https://market.dota2.net/item/2814108121-5245954807-Glare%20of%20the%20Tyrant/,Glare of the Tyrant,Lich,Immortal ОбычнаяРуки,29.41  , 21.7  , 16.2  , 16.21  ,67
https://market.dota2.net/item/2827045284-4176470651-The%20Sunbreeze%20Birthright/,The Sunbreeze Birthright,Dark_willow,Immortal StandardПояс,7 153.65  , 283.32  , 282.09  , 282.55  ,642
https://market.dota2.net/item/2827996694-4192069449-Savage%20Mettle/,Savage Mettle,Spirit Breaker,Immortal ОбычнаяОружие,23.99  ,14.04 ,31.88 ,21.3 ,3
https://market.dota2.net/item/2814108230-2815594040-Golden%20Edict%20of%20Shadows/,Golden Edict of Shadows,Riki,Immortal StandardГолова,79.99  ,12 ,29.78 ,23.94 ,14
https://market.dota2.net/item/2829118913-4125181245-Inscribed%20Flame%20Bat/,None,Batrider,Rare InscribedЖивотное,0.8  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/2814108230-2853369888-Golden%20Edict%20of%20Shadows/,Golden Edict of Shadows,Riki,Голова,953.82  ,16.7 ,34.68 ,26.74 ,28
https://market.dota2.net/item/2814108230-3501266100-Golden%20Edict%20of%20Shadows/,Golden Edict of Shadows,Riki,Голова,17.24  ,12.8 ,45.99 ,23.61 ,500+
https://market.dota2.net/item/2829825166-4190460085-Wyrmwrought%20Flare/,Wyrmwrought Flare,Lina,Immortal StandardПояс,635.88  ,40 ,54 ,47 ,2
https://market.dota2.net/item/2814108230-3501271844-Golden%20Edict%20of%20Shadows/,Golden Edict of Shadows,Riki,Голова,97.77  ,13.82 ,44.52 ,24.14 ,58
https://market.dota2.net/item/2831096583-3588792888-Sacred%20Orb%20Venom%20Claws/,Sacred Orb Venom Claws,Nyx Assassin,Uncommon StandardОружие,None,None,None,None,None
https://market.dota2.net/item/2814108230-4428167148-Golden%20Edict%20of%20Shadows/,Golden Edict of Shadows,Riki,Immortal ОбычнаяГолова,21.36  , 14  , 13.98  , 13.99  ,24
https://market.dota2.net/item/2836220468-4153270375-Frozen%20Emperor%27s%20Cursed%20Belt/,Frozen Emperor's Cursed Belt,Lich,Common ОбычнаяПояс,97  ,None,None,None,None
https://market.dota2.net/item/2814108230-5236779202-Golden%20Edict%20of%20Shadows/,Golden Edict of Shadows,Riki,Immortal ОбычнаяГолова,21.99  , 13.99  , 13.97  , 13.98  ,24
https://market.dota2.net/item/2838888584-948149725-Aegis%202018%20Emoticon/,Смайлик: Aegis 2018,None,Н/Д,0.5  ,0.4 ,50 ,1.36 ,500+
https://market.dota2.net/item/2838888584-5193162382-Aegis%202018%20Emoticon/,Смайлик: Aegis 2018,None,Mythical ОбычнаяН/Д,0.5  ,None,None,None,None
https://market.dota2.net/item/2814108230-5244796797-Golden%20Edict%20of%20Shadows/,Golden Edict of Shadows,Riki,Immortal ОбычнаяГолова,17.41  , 13.97  , 13.95  , 13.96  ,25
https://market.dota2.net/item/2839161204-4202482321-Snapjaw/,Snapjaw,None,Mythical StandardКурьер,178.8  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/2814108230-5245958231-Golden%20Edict%20of%20Shadows/,Golden Edict of Shadows,Riki,Immortal ОбычнаяГолова,17.49  , 14  , 12.96  , 13.88  ,23
https://market.dota2.net/item/2841975279-4371059358-Masked%20Fey%2C%20Lord%20of%20Tempests/,"Masked Fey, Lord of Tempests",None,Mythical ОбычнаяКурьер,600  ,40.03 ,40.03 ,40.03 ,1
https://market.dota2.net/item/2842663129-3352583224-Dazzle%20Yuwipi/,Dazzle Yuwipi,None,Common ОбычнаяЗагрузочный экран,0.5  ,None,None,None,None
https://market.dota2.net/item/2814108306-5232909078-Taunt%3A%20See%20Me%20Now/,Насмешка: See Me Now,Riki,Rare ОбычнаяНасмешка,17.49  , 10.4  , 10.38  , 10.39  ,8
https://market.dota2.net/item/2845306446-4251470426-Pretiosa%20of%20Putrescense/,Pretiosa of Putrescense,Necrophos,Uncommon ОбычнаяГолова,5  ,None,None,None,None
https://market.dota2.net/item/2814108306-5244725146-Taunt%3A%20See%20Me%20Now/,Насмешка: See Me Now,Riki,Rare ОбычнаяНасмешка,12.72  , 8.3  , 8.28  , 8.29  ,10
https://market.dota2.net/item/2845859836-4297585467-Arms%20of%20the%20Bladebreaker%20Order%20Set/,Набор Arms of the Bladebreaker Order,Riki,Rare StandardН/Д,5  , 0.5  ,None,None,2
https://market.dota2.net/item/2845924961-4917145317-Mantle%20of%20Eldritch%20Ice/,Mantle of Eldritch Ice,Lich,Rare StandardШея,5  ,None,None,None,None
https://market.dota2.net/item/2845924965-4917145317-Bindings%20of%20Eldritch%20Ice/,Bindings of Eldritch Ice,Lich,Uncommon StandardПояс,5  ,None,None,None,None
https://market.dota2.net/item/2814110726-948149725-Taunt%3A%20Cat%20Wrangler/,Насмешка: Cat Wrangler,Mirana,Насмешка,15.88  ,11.22 ,22.58 ,17.24 ,500+
https://market.dota2.net/item/2846713939-5216941857-Emerald%20Conquest/,Emerald Conquest,Abyssal Underlord,Immortal ОбычнаяОружие,13.04  , 9.23  , 7.78  , 7.79  ,11
https://market.dota2.net/item/2814110726-5227457780-Taunt%3A%20Cat%20Wrangler/,Насмешка: Cat Wrangler,Mirana,Насмешка,18.29  , 14.01  , 13.99  , 14  ,12
https://market.dota2.net/item/2847748198-5225408168-Propellers%20of%20the%20Vespidun%20Hunter-Killer/,Propellers of the Vespidun Hunter-Killer,Gyrocopter,Mythical ОбычнаяСпина,126.31  , 101.65  , 101.21  , 101.64  ,733
https://market.dota2.net/item/2814110726-5244725146-Taunt%3A%20Cat%20Wrangler/,Насмешка: Cat Wrangler,Mirana,Rare ОбычнаяНасмешка,79.49  , 14.3  , 14.28  , 14.29  ,13
https://market.dota2.net/item/2814110726-5244799035-Taunt%3A%20Cat%20Wrangler/,Насмешка: Cat Wrangler,Mirana,Rare ОбычнаяНасмешка,79.49  , 14.04  , 14.02  , 14.03  ,9
https://market.dota2.net/item/2848441303-4125354655-Hairstyle%20of%20the%20Eastern%20Range/,Hairstyle of the Eastern Range,Invoker,Rare ОбычнаяГолова,6  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/2814111490-5144143142-Taunt%3A%20Fight%20Me%21/,Насмешка: Fight Me!,Tusk,Насмешка,159.06  , 98.07  , 95.46  , 95.77  ,422
https://market.dota2.net/item/2850084277-4186402976-Cyclopean%20Helm%20of%20the%20Keen%20Machine/,Cyclopean Helm of the Keen Machine,Sniper,Rare StandardГолова,20  ,None,None,None,None
https://market.dota2.net/item/2814111490-5232312471-Taunt%3A%20Fight%20Me%21/,Насмешка: Fight Me!,Tusk,Rare ОбычнаяНасмешка,101.01  , 98.07  , 95.46  , 95.77  ,423
https://market.dota2.net/item/2852094577-4219270177-Legs%20of%20the%20Glutton%27s%20Larder/,Legs of the Glutton's Larder,Broodmother,Mythical ОбычнаяНоги,97  ,None,None,None,None
https://market.dota2.net/item/2814111490-5233113313-Taunt%3A%20Fight%20Me%21/,Насмешка: Fight Me!,Tusk,Rare ОбычнаяНасмешка,78.62  , 98.07  , 95.46  , 95.77  ,423
https://market.dota2.net/item/2852504312-4433871206-Jadehorn/,Jadehorn,None,Legendary ОбычнаяКурьер,8.04  ,0.69 ,0.69 ,0.69 ,1
https://market.dota2.net/item/2345315062-57949762-Wings%20of%20Daybreak/,Wings of Daybreak,Keeper of the Light,Животное,63.97  ,35.59 ,86.09 ,64.05 ,500+
https://market.dota2.net/item/2345314815-5234623312-Wyrmwrought%20Flare/,Wyrmwrought Flare,Lina,Immortal ОбычнаяПояс,88.85  , 56.11  , 52  , 55.71  ,27
https://market.dota2.net/item/2345388899-4198996909-Wyrmwrought%20Flare/,Wyrmwrought Flare,Lina,Immortal ОбычнаяПояс,75  ,41.45 ,48.49 ,44.97 ,2
https://market.dota2.net/item/2345402517-3365285734-Autographed%20Wyrmwrought%20Flare/,None,Lina,Immortal AutographedПояс,103.36  , 62.34  , 61.53  , 61.95  ,98
https://market.dota2.net/item/1951187918-2510932298-Inscribed%20Cape%20of%20the%20Dwarf%20Engineer/,None,Sniper,Uncommon InscribedСпина,30.99  , 0.76  , 0.51  , 0.71  ,3
https://market.dota2.net/item/1951328426-1951328425-Armored%20Exoskeleton%20Arms/,Armored Exoskeleton Arms,Weaver,Common ОбычнаяРуки,97  ,None,None,None,None
https://market.dota2.net/item/1951328428-1951328425-Armored%20Exoskeleton%20Wings/,Armored Exoskeleton Wings,Weaver,Mythical ОбычнаяГолова,5  ,None,None,None,None
https://market.dota2.net/item/1951334772-1625885178-Inscribed%20Helm%20of%20the%20Chaos%20Wastes/,None,Beastmaster,Uncommon InscribedГолова,29.9  , 0.99  ,None, 0.5  ,2
https://market.dota2.net/item/1951334772-3361757223-Inscribed%20Helm%20of%20the%20Chaos%20Wastes/,None,Beastmaster,Uncommon InscribedГолова,29.9  , 0.99  ,None, 0.94  ,2
https://market.dota2.net/item/1951334772-3361953273-Inscribed%20Helm%20of%20the%20Chaos%20Wastes/,None,Beastmaster,Uncommon InscribedГолова,29.9  , 0.99  ,None, 0.94  ,2
https://market.dota2.net/item/1951589413-4277930686-Wings%20of%20the%20Inauspicious%20Abyss/,Wings of the Inauspicious Abyss,Obsidian Destroyer,Rare ОбычнаяСпина,0.8  ,None,None,None,None
https://market.dota2.net/item/1951737482-3361756754-Inscribed%20Robe%20of%20the%20Master%20Necromancer/,None,Necrophos,Rare InscribedПлечи,34.9  , 0.99  ,None, 0.94  ,2
https://market.dota2.net/item/1951737482-3361757083-Inscribed%20Robe%20of%20the%20Master%20Necromancer/,None,Necrophos,Rare InscribedПлечи,34.9  , 0.99  ,None, 0.94  ,2
https://market.dota2.net/item/1951737482-3361763216-Inscribed%20Robe%20of%20the%20Master%20Necromancer/,None,Necrophos,Rare InscribedПлечи,34.9  , 0.99  ,None, 0.5  ,2
https://market.dota2.net/item/1951737482-3361816791-Inscribed%20Robe%20of%20the%20Master%20Necromancer/,None,Necrophos,Rare InscribedПлечи,34.9  , 0.99  ,None, 0.94  ,2
https://market.dota2.net/item/1951737482-3366434277-Inscribed%20Robe%20of%20the%20Master%20Necromancer/,None,Necrophos,Rare InscribedПлечи,34.9  , 0.99  ,None, 0.94  ,2
https://market.dota2.net/item/1952342427-3361757976-Inscribed%20Cap%20of%20Little%20Big%20%27Un/,None,Alchemist,Uncommon InscribedШея,28  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/2345404933-5199725093-Inscribed%20Wyrmwrought%20Flare/,None,Lina,Immortal InscribedПояс,114  , 66.04  , 65.24  , 65.56  ,135
https://market.dota2.net/item/2345404933-5234008893-Inscribed%20Wyrmwrought%20Flare/,None,Lina,Immortal InscribedПояс,114  , 66.04  , 65.24  , 65.56  ,131
https://market.dota2.net/item/2345404933-5245059845-Inscribed%20Wyrmwrought%20Flare/,None,Lina,Immortal InscribedПояс,114  , 66.04  , 65.24  , 65.56  ,161
https://market.dota2.net/item/1952591332-4225256360-Falconer%27s%20Design%20Set/,Набор Falconer's Design,Windranger,Uncommon ОбычнаяН/Д,45  , 0.5  ,None,None,1
https://market.dota2.net/item/1952860826-1625533087-Inscribed%20Crown%20of%20Frostheart/,None,Winter Wyvern,Uncommon InscribedГолова,60  ,54.56 ,54.56 ,54.56 ,1
https://market.dota2.net/item/2345407952-4589771906-Autographed%20Wings%20of%20Daybreak/,None,Keeper of the Light,Immortal AutographedЖивотное,199  , 40.01  , 0.5  , 40  ,3
https://market.dota2.net/item/1952860826-4273473893-Inscribed%20Crown%20of%20Frostheart/,None,Winter Wyvern,Uncommon InscribedГолова,60  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/1952968896-3361769485-Inscribed%20Sleeves%20of%20the%20Master%20Necromancer/,None,Necrophos,Rare InscribedГолова,61.9  , 1.01  , 0.65  , 1  ,10
https://market.dota2.net/item/2345433576-3012084437-Inscribed%20Golden%20Wyrmwrought%20Flare/,None,Lina,Пояс,1 950  ,1 192.28 ,1 250 ,1 221.14 ,2
https://market.dota2.net/item/1954067045-4372498575-Mantle%20of%20Mysteries/,Mantle of Mysteries,Witch Doctor,Uncommon ОбычнаяПлечи,97  ,None,None,None,None
https://market.dota2.net/item/2345439326-4183001908-Scavenging%20Guttleslug/,Scavenging Guttleslug,Pudge,Immortal StandardПлечи,99.77  , 72.56  , 64.85  , 65.26  ,241
https://market.dota2.net/item/2345471712-5071829006-Inscribed%20Golden%20Scavenging%20Guttleslug/,None,Pudge,Immortal InscribedПлечи,958.59  , 822  , 791.42  , 800.98  ,714
https://market.dota2.net/item/1955496335-5188102926-Frozen%20Emperor%27s%20Demon%20Mask/,Frozen Emperor's Demon Mask,Lich,Rare ОбычнаяГолова,2.39  ,None,None,None,None
https://market.dota2.net/item/2345496102-4179776668-Scavenging%20Guttleslug/,Scavenging Guttleslug,Pudge,Immortal ОбычнаяПлечи,1 100  ,56.8 ,56.8 ,56.8 ,1
https://market.dota2.net/item/1955759018-3361756654-Inscribed%20Missile%20of%20the%20Dwarf%20Gyrocopter/,None,Gyrocopter,Uncommon InscribedДоп. оружие,50  , 0.51  ,None, 0.5  ,2
https://market.dota2.net/item/2345594402-1169202634-Autographed%20Maw%20of%20Eztzhok/,None,Bloodseeker,Immortal AutographedГолова,99  ,18.96 ,135 ,37.05 ,69
https://market.dota2.net/item/1955759022-3361756641-Inscribed%20Hull%20of%20the%20Dwarf%20Gyrocopter/,None,Gyrocopter,Uncommon InscribedСпина,10.8  , 0.51  ,None, 0.5  ,2
https://market.dota2.net/item/2345594402-3361760896-Autographed%20Maw%20of%20Eztzhok/,None,Bloodseeker,Immortal AutographedГолова,99  , 28  ,None, 0.5  ,3
https://market.dota2.net/item/1955759022-3361758547-Inscribed%20Hull%20of%20the%20Dwarf%20Gyrocopter/,None,Gyrocopter,Uncommon InscribedСпина,50  , 0.51  ,None, 0.5  ,2
https://market.dota2.net/item/2345594402-4589734761-Autographed%20Maw%20of%20Eztzhok/,None,Bloodseeker,Immortal AutographedГолова,92.55  ,30.02 ,144.23 ,81 ,9
https://market.dota2.net/item/1955759024-2133438121-Inscribed%20Artillery%20of%20the%20Dwarf%20Gyrocopter/,None,Gyrocopter,Uncommon InscribedОружие,24.9  , 1.05  ,None, 0.5  ,2
https://market.dota2.net/item/1955759024-3361756645-Inscribed%20Artillery%20of%20the%20Dwarf%20Gyrocopter/,None,Gyrocopter,Uncommon InscribedОружие,8.4  ,0.55 ,0.55 ,0.55 ,1
https://market.dota2.net/item/2345594411-1169205184-Autographed%20Scavenging%20Guttleslug/,None,Pudge,Immortal AutographedПлечи,715.37  , 64.31  , 63.73  , 63.91  ,177
https://market.dota2.net/item/1955759026-3361760510-Inscribed%20Helm%20of%20the%20Dwarf%20Gyrocopter/,None,Gyrocopter,Uncommon InscribedГолова,50  ,1.7 ,3.37 ,2.54 ,2
https://market.dota2.net/item/2345594411-5166243521-Autographed%20Scavenging%20Guttleslug/,None,Pudge,Immortal AutographedПлечи,174.99  , 64.32  , 63.91  , 64.31  ,244
https://market.dota2.net/item/1955982300-4205641541-Ancestral%20Vest%20of%20Karroch/,Ancestral Vest of Karroch,Beastmaster,Uncommon ОбычнаяПлечи,5  ,None,None,None,None
https://market.dota2.net/item/2345594416-3361759447-Autographed%20Stuntwood%20Sanctuary/,None,Treant Protector,Immortal AutographedПлечи,98.99  ,8.46 ,64 ,43.76 ,3
https://market.dota2.net/item/1956255663-3363208369-Inscribed%20Bracers%20of%20Skarsnik/,None,Disruptor,Uncommon InscribedРуки,50  , 1.05  ,None, 0.5  ,2
https://market.dota2.net/item/2345646309-4207680889-Scavenging%20Guttleslug/,Scavenging Guttleslug,Pudge,Immortal StandardПлечи,89.99  ,75.88 ,75.88 ,75.88 ,1
https://market.dota2.net/item/1956255673-3361760620-Inscribed%20Spaulders%20of%20Big%20%27Un/,None,Alchemist,Uncommon InscribedПлечи,29.99  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/2345748987-4553503064-Autographed%20Golden%20Scavenging%20Guttleslug/,None,Pudge,Immortal AutographedПлечи,1 314  ,698 ,1 211 ,903.66 ,3
https://market.dota2.net/item/1956255675-3361757223-Inscribed%20Garb%20of%20Little%20Big%20%27Un/,None,Alchemist,Uncommon InscribedСпина,50  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/2345778541-4589771906-Autographed%20Sullen%20Harvest/,None,Necrophos,Immortal AutographedОружие,2 320.62  ,948.29 ,1 500.99 ,1 255.59 ,5
https://market.dota2.net/item/1956255679-1970569869-Inscribed%20Hatchets%20of%20Big%20%27Un/,None,Alchemist,Uncommon InscribedОружие,34  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/2346188830-4193522132-Wyrmwrought%20Flare/,Wyrmwrought Flare,Lina,Immortal ОбычнаяПояс,88.85  ,57.9 ,57.9 ,57.9 ,1
https://market.dota2.net/item/1956255679-3382912190-Inscribed%20Hatchets%20of%20Big%20%27Un/,None,Alchemist,Uncommon InscribedОружие,30  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/2346365844-4274783360-Wings%20of%20Daybreak/,Wings of Daybreak,Keeper of the Light,Immortal ОбычнаяЖивотное,249  ,55.06 ,55.06 ,55.06 ,1
https://market.dota2.net/item/1956255691-1625878640-Inscribed%20Belt%20of%20the%20Nurgle%20Champion/,None,Pudge,Uncommon InscribedПояс,45  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/2346557757-4215188304-Scavenging%20Guttleslug/,Scavenging Guttleslug,Pudge,Immortal ОбычнаяПлечи,89.99  ,71.78 ,85.74 ,78.76 ,2
https://market.dota2.net/item/521617325-1632603368-Inscribed%20Hammer%20of%20the%20World%20Splitter/,None,Elder Titan,Uncommon InscribedОружие,5.99  ,None,None,None,None
https://market.dota2.net/item/521529080-4227274256-Inscribed%20Belt%20of%20the%20Witch%20Hunter/,None,Antimage,Common InscribedПояс,50  ,None,None,None,None
https://market.dota2.net/item/521617325-3361756641-Inscribed%20Hammer%20of%20the%20World%20Splitter/,None,Elder Titan,Uncommon InscribedОружие,2.16  ,0.55 ,0.55 ,0.55 ,1
https://market.dota2.net/item/521529402-524358949-Inscribed%20Everlasting%20Hair/,None,Lina,Mythical InscribedГолова,18.9  ,2 ,2 ,2 ,1
https://market.dota2.net/item/521617325-3361756715-Inscribed%20Hammer%20of%20the%20World%20Splitter/,None,Elder Titan,Uncommon InscribedОружие,2.16  ,0.51 ,0.55 ,0.53 ,3
https://market.dota2.net/item/521529402-3292746256-Inscribed%20Everlasting%20Hair/,None,Lina,Mythical InscribedГолова,19  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/521529402-3534302487-Inscribed%20Everlasting%20Hair/,None,Lina,Mythical InscribedГолова,18.9  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/521529402-4139282284-Inscribed%20Everlasting%20Hair/,None,Lina,Mythical InscribedГолова,18.9  , 0.75  ,None, 0.7  ,2
https://market.dota2.net/item/521529486-523859050-Inscribed%20Shuriken%20of%20the%20Hunter/,None,Bounty Hunter,Uncommon InscribedПлечи,3.6  ,0.5 ,19 ,5.32 ,9
https://market.dota2.net/item/521529486-2048066624-Inscribed%20Shuriken%20of%20the%20Hunter/,None,Bounty Hunter,Плечи,4.32  ,0.5 ,5 ,2.75 ,2
https://market.dota2.net/item/521529486-2184096775-Inscribed%20Shuriken%20of%20the%20Hunter/,None,Bounty Hunter,Плечи,0.5  ,None,None,None,None
